Stars,Year of Release,Price,Screen Size,System Memory (RAM),Brand_Group_Apple,Brand_Group_Gaming,Brand_Group_Mainstream,Operating System_chrome,Operating System_mac,Operating System_windows,Backlit Keyboard_No,Backlit Keyboard_Yes
3.3,2020.0,606.99,14.0,12.0,0,0,1,0,0,1,0,1
4.0,2019.0,699.99,13.3,8.0,1,0,0,0,1,0,0,1
5.0,2022.0,1299.99,13.4,32.0,0,1,0,0,0,1,0,1
4.7,2023.0,999.99,14.0,16.0,0,0,1,0,0,1,0,1
3.0,2023.0,1575.99,15.0,32.0,0,0,1,0,0,1,0,1
5.0,2022.0,2699.99,14.0,16.0,0,1,0,0,0,1,0,1
4.6,2022.0,549.99,12.4,8.0,0,0,1,0,0,1,1,0
5.0,2022.0,1329.99,14.0,16.0,0,0,1,0,0,1,0,1
4.3,2023.0,1399.99,14.0,16.0,0,0,1,0,0,1,0,1
4.7,2023.0,499.0,15.6,8.0,0,0,1,1,0,0,1,0
5.0,2022.0,807.99,16.0,32.0,0,0,1,0,0,1,0,1
4.8,2020.0,674.99,13.3,8.0,1,0,0,0,1,0,0,1
3.7,2019.0,609.99,13.3,32.0,0,0,1,0,0,1,0,1
5.0,2019.0,360.99,13.3,16.0,0,0,1,0,0,1,1,0
4.3,2023.0,1499.99,14.0,16.0,0,0,1,0,0,1,0,1
2.8,2018.0,799.99,13.3,8.0,1,0,0,0,1,0,0,1
4.8,2021.0,2699.99,15.6,32.0,0,0,1,0,0,1,0,1
3.9,2020.0,445.99,14.0,16.0,0,0,1,0,0,1,1,0
5.0,2023.0,699.99,14.0,16.0,0,1,0,0,0,1,0,1
4.6,2022.0,549.99,12.4,8.0,0,0,1,0,0,1,1,0
3.0,2018.0,679.99,14.0,32.0,0,0,1,0,0,1,1,0
3.3,2020.0,306.99,14.0,16.0,0,0,1,0,0,1,0,1
4.6,2023.0,399.0,15.6,8.0,0,0,1,1,0,0,1,0
5.0,2019.0,366.99,15.6,8.0,0,0,1,0,0,1,1,0
1.5,2023.0,2499.99,15.6,32.0,0,1,0,0,0,1,0,1
4.7,2022.0,1472.99,14.0,16.0,0,0,1,0,0,1,0,1
2.0,2023.0,1979.99,17.3,16.0,0,1,0,0,0,1,0,1
4.4,2021.0,1449.0,14.0,16.0,0,0,1,0,0,1,0,1
4.5,2022.0,249.0,14.0,4.0,0,0,1,1,0,0,1,0
3.0,2020.0,349.99,14.0,8.0,0,0,1,0,0,1,1,0
4.7,2023.0,1149.99,16.1,16.0,0,1,0,0,0,1,0,1
4.6,2023.0,399.0,15.6,8.0,0,0,1,1,0,0,1,0
3.6,2019.0,764.99,13.5,8.0,0,0,1,0,0,1,0,1
4.6,2022.0,189.0,14.0,4.0,0,0,1,1,0,0,1,0
4.8,2023.0,699.99,13.3,8.0,0,0,1,0,0,1,0,1
4.2,2022.0,1599.99,16.0,16.0,0,0,1,0,0,1,0,1
4.8,2023.0,1149.99,15.6,16.0,0,0,1,0,0,1,0,1
4.4,2022.0,750.99,17.3,8.0,0,0,1,0,0,1,0,1
4.2,2022.0,1849.99,13.4,16.0,0,0,1,0,0,1,0,1
4.3,2022.0,1599.99,15.6,16.0,0,1,0,0,0,1,0,1
5.0,2018.0,899.99,15.4,16.0,1,0,0,0,1,0,0,1
5.0,2022.0,2349.99,15.6,32.0,0,0,1,0,0,1,0,1
4.5,2022.0,2099.99,17.0,16.0,0,0,1,0,0,1,0,1
4.5,2022.0,1049.99,14.0,32.0,0,1,0,0,0,1,0,1
3.0,2018.0,649.99,13.3,8.0,1,0,0,0,1,0,0,1
4.8,2023.0,1799.99,17.0,16.0,0,0,1,0,0,1,0,1
4.0,2023.0,1782.99,16.0,16.0,0,0,1,0,0,1,0,1
4.8,2021.0,112.99,14.0,4.0,0,0,1,1,0,0,1,0
5.0,2022.0,2499.99,17.3,16.0,0,1,0,0,0,1,0,1
4.5,2021.0,299.99,15.6,8.0,0,0,1,0,0,1,1,0
5.0,2022.0,2499.99,17.3,16.0,0,1,0,0,0,1,0,1
2.0,2022.0,1419.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,2499.99,15.6,32.0,0,1,0,0,0,1,0,1
4.7,2023.0,2199.99,17.3,16.0,0,1,0,0,0,1,0,1
5.0,2023.0,1411.99,16.1,16.0,0,0,1,0,0,1,0,1
5.0,2023.0,999.99,15.6,16.0,0,1,0,0,0,1,0,1
5.0,2022.0,1799.99,15.6,16.0,0,0,1,0,0,1,0,1
3.0,2021.0,1012.99,15.6,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,2199.99,17.3,16.0,0,1,0,0,0,1,0,1
4.8,2020.0,409.99,15.6,16.0,0,0,1,0,0,1,1,0
4.1,2023.0,1249.99,16.1,16.0,0,1,0,0,0,1,0,1
4.5,2022.0,3299.99,17.3,32.0,0,1,0,0,0,1,0,1
4.5,2023.0,1999.99,16.0,32.0,0,1,0,0,0,1,0,1
4.7,2019.0,529.99,13.3,16.0,0,0,1,0,0,1,0,1
1.0,2021.0,1789.99,14.0,16.0,0,0,1,0,0,1,0,1
3.7,2022.0,2499.99,15.6,32.0,0,1,0,0,0,1,0,1
1.0,2023.0,3199.99,18.0,32.0,0,1,0,0,0,1,0,1
3.4,2022.0,1699.99,15.6,16.0,0,1,0,0,0,1,0,1
3.0,2021.0,1699.99,17.3,32.0,0,1,0,0,0,1,0,1
5.0,2022.0,2649.99,17.0,32.0,0,0,1,0,0,1,0,1
4.7,2022.0,1299.99,13.5,8.0,0,0,1,0,0,1,0,1
5.0,2023.0,2799.99,15.6,16.0,0,1,0,0,0,1,0,1
5.0,2022.0,849.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2018.0,487.99,14.0,16.0,0,0,1,0,0,1,1,0
5.0,2022.0,2149.99,16.0,32.0,0,1,0,0,0,1,0,1
4.3,2021.0,396.99,14.0,16.0,0,0,1,0,0,1,0,1
2.0,2021.0,379.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,2249.99,17.0,32.0,0,1,0,0,0,1,0,1
5.0,2022.0,2199.99,17.3,16.0,0,1,0,0,0,1,0,1
4.7,2022.0,1729.99,14.0,16.0,0,0,1,0,0,1,0,1
4.2,2022.0,3299.99,17.3,32.0,0,1,0,0,0,1,0,1
5.0,2022.0,1999.99,16.0,16.0,0,1,0,0,0,1,0,1
4.0,2022.0,1299.99,15.6,16.0,0,0,1,0,0,1,0,1
4.0,2018.0,279.99,14.0,8.0,0,0,1,0,0,1,1,0
4.9,2023.0,1349.99,17.3,16.0,0,0,1,0,0,1,0,1
4.0,2023.0,1299.99,15.6,16.0,0,1,0,0,0,1,0,1
1.5,2022.0,899.99,13.4,16.0,0,1,0,0,0,1,0,1
3.0,2022.0,1719.99,16.0,16.0,0,0,1,0,0,1,0,1
3.0,2022.0,1099.99,13.4,16.0,0,0,1,0,0,1,0,1
4.5,2023.0,949.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,1169.99,14.0,16.0,0,0,1,0,0,1,0,1
3.0,2021.0,529.99,15.6,16.0,0,0,1,0,0,1,1,0
4.7,2023.0,1199.99,16.0,16.0,0,0,1,0,0,1,0,1
2.0,2020.0,949.99,13.3,8.0,1,0,0,0,1,0,0,1
4.5,2022.0,912.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,1399.99,14.0,16.0,0,1,0,0,0,1,0,1
4.0,2021.0,440.99,15.6,8.0,0,1,0,0,0,1,0,1
3.6,2019.0,609.99,13.3,32.0,0,0,1,0,0,1,0,1
4.5,2023.0,1749.99,16.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,599.99,14.0,8.0,0,0,1,1,0,0,0,1
4.1,2021.0,559.0,14.0,8.0,0,0,1,1,0,0,0,1
4.5,2022.0,1499.99,14.0,16.0,0,0,1,0,0,1,0,1
4.7,2023.0,1499.99,13.5,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,1599.99,15.6,16.0,0,1,0,0,0,1,0,1
4.7,2023.0,919.99,15.6,8.0,0,0,1,0,0,1,0,1
5.0,2022.0,1419.99,15.6,16.0,0,0,1,0,0,1,0,1
2.0,2020.0,949.99,13.3,8.0,1,0,0,0,1,0,0,1
4.0,2022.0,1199.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2021.0,589.99,14.0,16.0,0,0,1,0,0,1,1,0
4.0,2022.0,1479.99,13.3,16.0,0,0,1,0,0,1,0,1
2.7,2022.0,1299.99,15.6,16.0,0,1,0,0,0,1,0,1
4.3,2022.0,1100.99,16.0,16.0,0,0,1,0,0,1,0,1
3.5,2023.0,2499.99,15.6,16.0,0,1,0,0,0,1,0,1
5.0,2022.0,1499.99,16.0,16.0,0,1,0,0,0,1,0,1
4.1,2023.0,1999.99,16.0,16.0,0,1,0,0,0,1,0,1
5.0,2020.0,329.99,14.0,8.0,0,0,1,0,0,1,1,0
4.6,2023.0,749.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2022.0,2699.99,17.3,16.0,0,1,0,0,0,1,0,1
4.0,2018.0,688.99,14.0,32.0,0,0,1,0,0,1,0,1
4.5,2022.0,1009.99,14.0,16.0,0,0,1,0,0,1,1,0
4.5,2021.0,749.99,13.5,8.0,0,0,1,0,0,1,0,1
3.8,2021.0,799.99,14.0,8.0,0,0,1,0,0,1,0,1
3.7,2021.0,999.99,14.0,16.0,0,0,1,0,0,1,0,1
4.6,2020.0,349.99,14.0,16.0,0,0,1,0,0,1,0,1
4.8,2023.0,1999.99,16.0,16.0,0,0,1,0,0,1,0,1
3.2,2020.0,439.99,15.6,16.0,0,0,1,0,0,1,1,0
4.8,2023.0,699.0,14.0,8.0,0,0,1,1,0,0,0,1
1.0,2022.0,2299.99,15.6,32.0,0,0,1,0,0,1,0,1
5.0,2020.0,1399.99,13.3,16.0,1,0,0,0,1,0,0,1
4.5,2021.0,594.99,13.3,8.0,0,0,1,1,0,0,0,1
3.2,2018.0,569.99,13.3,8.0,1,0,0,0,1,0,1,0
4.7,2022.0,289.0,15.6,4.0,0,0,1,1,0,0,1,0
4.3,2021.0,454.99,14.0,16.0,0,0,1,0,0,1,0,1
3.7,2020.0,959.99,13.0,16.0,1,0,0,0,1,0,0,1
3.7,2023.0,699.99,14.0,8.0,0,0,1,1,0,0,0,1
4.5,2023.0,2199.99,16.0,16.0,0,0,1,0,0,1,0,1
4.5,2022.0,2699.99,17.3,32.0,0,1,0,0,0,1,0,1
4.8,2021.0,629.0,14.0,8.0,0,0,1,1,0,0,0,1
2.0,2020.0,849.99,13.3,8.0,1,0,0,0,1,0,0,1
2.7,2022.0,349.99,14.0,4.0,0,0,1,0,0,1,1,0
5.0,2020.0,1999.99,13.4,16.0,0,1,0,0,0,1,0,1
4.6,2022.0,949.99,15.6,16.0,0,1,0,0,0,1,0,1
5.0,2021.0,2059.99,15.6,16.0,0,1,0,0,0,1,0,1
4.2,2022.0,979.99,13.3,8.0,0,0,1,0,0,1,0,1
4.5,2022.0,1099.99,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2023.0,1999.99,16.0,32.0,0,1,0,0,0,1,0,1
4.3,2022.0,2099.99,15.6,16.0,0,1,0,0,0,1,0,1
4.0,2021.0,2349.99,17.3,16.0,0,1,0,0,0,1,0,1
3.8,2023.0,2899.99,18.0,16.0,0,1,0,0,0,1,0,1
4.0,2022.0,1999.99,14.0,16.0,0,0,1,0,0,1,0,1
3.0,2023.0,899.99,15.6,8.0,0,0,1,0,0,1,0,1
3.0,2022.0,1529.99,13.3,16.0,0,0,1,0,0,1,0,1
4.4,2021.0,1229.0,14.0,16.0,0,0,1,0,0,1,0,1
3.5,2018.0,280.99,14.0,8.0,0,0,1,0,0,1,1,0
4.4,2020.0,327.99,14.0,8.0,0,0,1,0,0,1,1,0
4.8,2020.0,899.99,13.3,8.0,1,0,0,0,1,0,0,1
5.0,2020.0,308.99,14.0,8.0,0,0,1,0,0,1,1,0
4.8,2023.0,1749.99,13.5,16.0,0,0,1,0,0,1,0,1
4.0,2021.0,420.99,14.0,8.0,0,0,1,0,0,1,0,1
4.3,2021.0,499.0,17.3,8.0,0,0,1,1,0,0,0,1
4.5,2019.0,859.99,13.3,8.0,1,0,0,0,1,0,0,1
3.0,2023.0,899.99,15.6,8.0,0,0,1,0,0,1,0,1
5.0,2019.0,420.99,14.0,8.0,0,0,1,0,0,1,0,1
5.0,2018.0,465.99,14.0,16.0,0,0,1,0,0,1,1,0
3.7,2022.0,1939.99,16.0,16.0,0,0,1,0,0,1,0,1
5.0,2019.0,949.99,13.3,8.0,1,0,0,0,1,0,0,1
4.3,2021.0,469.99,14.0,16.0,0,0,1,0,0,1,0,1
4.1,2023.0,949.99,15.6,16.0,0,0,1,0,0,1,0,1
4.0,2019.0,566.66,14.0,16.0,0,0,1,0,0,1,0,1
5.0,2020.0,429.99,11.6,4.0,0,0,1,0,0,1,1,0
4.0,2021.0,1419.99,14.0,16.0,0,0,1,0,0,1,0,1
3.0,2019.0,1199.99,15.4,16.0,1,0,0,0,1,0,0,1
4.4,2020.0,212.99,14.0,4.0,0,0,1,0,0,1,1,0
2.0,2020.0,999.99,13.3,8.0,1,0,0,0,1,0,0,1
5.0,2021.0,1619.99,16.0,32.0,0,1,0,0,0,1,0,1
4.6,2022.0,1699.99,13.5,16.0,0,0,1,0,0,1,0,1
3.0,2020.0,959.99,17.3,32.0,0,0,1,0,0,1,1,0
3.3,2021.0,2399.99,16.0,16.0,0,0,1,0,0,1,0,1
4.8,2021.0,1399.99,14.4,16.0,0,0,1,0,0,1,0,1
5.0,2020.0,1599.99,15.6,16.0,0,1,0,0,0,1,0,1
4.7,2022.0,599.99,12.4,8.0,0,0,1,0,0,1,1,0
2.8,2018.0,699.99,13.3,8.0,1,0,0,0,1,0,0,1
4.3,2019.0,917.99,15.0,8.0,0,0,1,0,0,1,0,1
4.0,2020.0,899.99,14.0,12.0,0,0,1,0,0,1,0,1
5.0,2021.0,199.99,14.0,4.0,0,0,1,1,0,0,1,0
4.6,2022.0,1499.99,15.0,16.0,0,0,1,0,0,1,0,1
4.2,2018.0,329.99,14.0,8.0,0,0,1,0,0,1,1,0
2.2,2020.0,369.99,14.0,16.0,0,0,1,0,0,1,1,0
3.9,2020.0,679.99,15.6,8.0,0,0,1,0,0,1,1,0
1.0,2019.0,994.99,13.5,8.0,0,0,1,0,0,1,0,1
3.8,2018.0,629.99,13.3,8.0,1,0,0,0,1,0,0,1
3.8,2018.0,719.99,13.3,8.0,1,0,0,0,1,0,0,1
4.6,2023.0,1399.99,16.0,16.0,0,1,0,0,0,1,0,1
3.8,2020.0,412.99,15.6,8.0,0,0,1,0,0,1,1,0
4.0,2021.0,720.99,13.5,8.0,0,0,1,0,0,1,0,1
4.6,2023.0,1999.99,16.0,16.0,0,1,0,0,0,1,0,1
5.0,2022.0,1039.99,14.0,16.0,0,0,1,0,0,1,0,1
3.0,2022.0,839.99,14.0,16.0,0,0,1,0,0,1,0,1
4.3,2021.0,2599.99,16.0,16.0,0,0,1,0,0,1,0,1
4.7,2023.0,1579.99,16.0,16.0,0,0,1,0,0,1,0,1
5.0,2021.0,1010.99,16.0,16.0,0,0,1,0,0,1,0,1
4.7,2021.0,2199.99,14.4,32.0,0,0,1,0,0,1,0,1
4.2,2022.0,979.99,16.0,16.0,0,0,1,0,0,1,0,1
4.7,2022.0,799.99,12.4,8.0,0,0,1,0,0,1,1,0
4.5,2021.0,1599.99,14.4,16.0,0,0,1,0,0,1,0,1
5.0,2021.0,1157.99,15.6,16.0,0,0,1,0,0,1,0,1
3.9,2020.0,599.99,15.6,16.0,0,0,1,0,0,1,1,0
5.0,2020.0,949.99,13.3,16.0,1,0,0,0,1,0,0,1
3.0,2019.0,699.99,13.3,8.0,1,0,0,0,1,0,0,1
5.0,2018.0,429.99,14.0,16.0,0,0,1,0,0,1,1,0
3.0,2019.0,699.99,13.0,8.0,1,0,0,0,1,0,0,1
3.3,2018.0,385.99,15.6,8.0,0,0,1,0,0,1,1,0
3.0,2021.0,720.99,13.5,8.0,0,0,1,0,0,1,0,1
5.0,2019.0,994.99,13.5,8.0,0,0,1,0,0,1,0,1
4.6,2021.0,1499.99,13.5,16.0,0,0,1,0,0,1,0,1
4.0,2020.0,483.99,14.0,8.0,0,0,1,0,0,1,0,1
1.0,2020.0,2069.99,15.0,16.0,0,0,1,0,0,1,0,1
4.9,2023.0,1699.99,18.0,16.0,0,0,1,0,0,1,0,1
3.7,2019.0,1147.99,15.0,8.0,0,0,1,0,0,1,0,1
3.0,2020.0,849.99,13.3,8.0,1,0,0,0,1,0,0,1
2.5,2021.0,714.99,13.5,16.0,0,0,1,0,0,1,0,1
4.8,2023.0,3999.99,17.3,64.0,0,1,0,0,0,1,0,1
4.1,2023.0,1299.99,14.0,16.0,0,1,0,0,0,1,0,1
4.8,2023.0,1149.99,16.0,16.0,0,0,1,0,0,1,0,1
4.4,2023.0,1999.99,16.0,32.0,0,1,0,0,0,1,0,1
4.8,2023.0,799.99,15.6,8.0,0,0,1,0,0,1,0,1
4.6,2023.0,629.99,15.6,8.0,0,0,1,0,0,1,0,1
1.0,2018.0,797.99,15.6,32.0,0,0,1,0,0,1,0,1
3.5,2018.0,689.99,14.0,16.0,0,0,1,0,0,1,1,0
4.7,2022.0,429.99,15.6,8.0,0,0,1,0,0,1,1,0
4.7,2023.0,999.99,14.0,16.0,0,0,1,0,0,1,0,1
3.3,2018.0,314.99,14.0,8.0,0,0,1,0,0,1,1,0
3.2,2019.0,307.99,14.0,8.0,0,0,1,0,0,1,1,0
3.0,2020.0,302.29,14.0,8.0,0,0,1,0,0,1,1,0
4.4,2022.0,149.0,14.0,4.0,0,0,1,1,0,0,1,0
3.4,2021.0,224.99,13.3,4.0,1,0,0,0,1,0,0,1
1.0,2021.0,355.99,14.0,8.0,0,0,1,0,0,1,1,0
4.3,2022.0,1303.99,13.4,16.0,0,0,1,0,0,1,0,1
4.4,2022.0,744.99,14.0,8.0,0,0,1,0,0,1,0,1
4.8,2023.0,319.0,14.0,4.0,0,0,1,1,0,0,1,0
2.0,2018.0,329.99,14.0,8.0,0,0,1,0,0,1,1,0
4.7,2023.0,899.99,16.0,16.0,0,0,1,0,0,1,0,1
4.6,2022.0,1800.99,15.6,16.0,0,0,1,0,0,1,0,1
1.0,2018.0,302.29,14.0,8.0,0,0,1,0,0,1,1,0
4.8,2023.0,319.0,14.0,4.0,0,0,1,1,0,0,1,0
4.8,2023.0,549.99,16.0,8.0,0,0,1,0,0,1,0,1
4.5,2022.0,1499.99,15.6,16.0,0,0,1,0,0,1,0,1
4.2,2023.0,2799.99,15.6,32.0,0,0,1,0,0,1,0,1
4.7,2023.0,499.0,15.6,8.0,0,0,1,1,0,0,1,0
4.5,2022.0,249.0,14.0,4.0,0,0,1,1,0,0,1,0
4.5,2022.0,1499.99,15.6,16.0,0,0,1,0,0,1,0,1
4.8,2023.0,699.99,13.3,8.0,0,0,1,0,0,1,0,1
4.7,2023.0,1199.99,16.0,16.0,0,0,1,0,0,1,0,1
4.6,2023.0,899.99,14.5,16.0,0,0,1,0,0,1,0,1
